pcode,name,category,LawModifiedDate,LawEffectiveDate,discarded
A0030003,卸任總統副總統禮遇條例實施辦法,"廢止法規,內政部",20061230,,true
A0030004,褒揚條例,"行政,內政部,宗教及禮制目",19861128,,
A0030005,褒揚條例施行細則,"行政,內政部,宗教及禮制目",20160425,,
A0030006,勳章條例,"行政,內政部,宗教及禮制目",19811207,,
A0030007,勳章條例施行細則,"行政,內政部,宗教及禮制目",19810923,,
A0030008,小型勳章頒授暫行辦法,"廢止法規,內政部",20050413,,true
A0030009,勳章遺失補發辦法,"行政,行政院人事行政總處,培訓考用目",19820324,,
A0030010,國家元勛發給特卹金標準,"行政,行政院人事行政總處,給與福利目",19800122,,
A0030011,印信條例,"行政,院本部,通用目",20070321,,
A0030012,印信製發啟用管理換發及廢舊印信繳銷辦法,"行政,院本部,通用目",20191113,,
A0030013,宣誓條例,"行政,內政部,民政目",20200610,,
A0030014,中央研究院設置訪問研究學人辦法,"廢止法規,總統府",20190829,,true
A0030015,總統副總統文物管理條例,"總統,總統府,國史館目",20171227,,
A0030016,總統副總統文物管理條例施行細則,"總統,總統府,國史館目",20180504,,
A0030017,私人或團體移轉總統副總統文物作業細則,"總統,總統府,國史館目",20180704,,
A0030018,公文程式條例,"行政,院本部,通用目",20070321,,
A0030019,請願法,"行政,院本部,通用目",19691218,,
A0030020,訴願法,"行政,院本部,通用目",20120627,,
A0030021,行政院及各級行政機關訴願審議委員會組織規程,"行政,院本部,通用目",20191030,,
A0030022,行政院及各級行政機關訴願審議委員會審議規則,"行政,院本部,通用目",20140701,,
A0030023,行政執行法,"行政,法務部,行政執行目",20100203,,
A0030024,國家總動員法,"廢止法規,院本部",20040107,,true
A0030025,公務人員交代條例,"行政,行政院人事行政總處,組織目",19531229,,
A0030026,公務員工因公涉訟輔助辦法,"廢止法規,院本部",19980429,,true
A0030027,事務管理規則,"廢止法規,院本部",20050629,,true
A0030028,國家安全法,"行政,院本部,通用目",20220608,,
A0030029,國家安全法施行細則,"行政,院本部,通用目",20231129,,
A0030030,行政院暨所屬各級行政機關微縮作業準則,"廢止法規,院本部",20020109,,true
A0030031,機關公文傳真作業辦法,"行政,院本部,通用目",19930407,,
A0030032,行政院研究發展考核委員會組織條例,"廢止法規,國家發展委員會",20150520,,true
A0030033,行政院研究發展考核委員會辦事細則,"廢止法規,行政院研究發展考核委員會",20140120,,true
A0030034,行政院研究發展考核委員會會議規則,"廢止法規,國家發展委員會",20151110,,true
A0030035,行政院所屬各機關研究發展實施辦法,"廢止法規,行政院研究發展考核委員會",20080603,,true
A0030036,行政院所屬機關考成辦法,"廢止法規,行政院研究發展考核委員會",20070921,,true
A0030037,國營事業工作考成辦法,"行政,國家發展委員會,通用目",20181222,,
A0030038,行政院所屬機關研考業務聯繫辦法,"行政,國家發展委員會,通用目",20140716,,
A0030039,行政院研究發展考核委員會研考業務協調會報規則,"廢止法規,行政院研究發展考核委員會",20080520,,true
A0030040,行政院所屬各機關年度施政計畫編審辦法,"廢止法規,行政院研究發展考核委員會",20090415,,true
A0030041,行政院所屬各機關中長程計畫編審辦法,"廢止法規,行政院研究發展考核委員會",20081230,,true
A0030042,行政院所屬各機關行政資訊計畫編審辦法,"廢止法規,行政院研究發展考核委員會",20010716,,true
A0030043,行政院所屬各機關委託研究計畫管理辦法,"廢止法規,行政院研究發展考核委員會",20080702,,true
A0030044,行政院中美經濟社會發展基金管理委員會組織規程,"廢止法規,行政院經濟建設委員會",20061206,,true
A0030045,行政院中美經濟社會發展基金管理委員會辦事細則,"廢止法規,行政院經濟建設委員會",20061206,,true
A0030046,行政院經濟建設委員會財產管理規則,"廢止法規,國家發展委員會",20140122,,true
A0030047,美援進口器材及美援衍生之新臺幣所購器材使用及移轉辦法,"行政,國家發展委員會,通用目",19790117,,
A0030048,逾期美援貸款處理辦法,"行政,國家發展委員會,通用目",19890117,,
A0030049,機關公文電子交換作業辦法,"行政,國家發展委員會,通用目",20100511,,
A0030050,公務人員安全及衛生防護辦法,"考試,公務人員保障暨培訓委員會,保障目    ",20140107,,
A0030051,行政院聘任人員辦法,"廢止法規,院本部",20131121,,true
A0030052,行政院中美經濟社會發展基金收支保管及運用辦法,"廢止法規,行政院經濟建設委員會",20120103,,true
A0030053,行政院所屬各機關資訊業務整體委外作業實施辦法,"廢止法規,行政院研究發展考核委員會",20080516,,true
A0030054,政府出版品管理辦法,"廢止法規,文化部",20140624,,true
A0030055,行政程序法,"行政,法務部,法律事務目",20210120,,
A0030056,行政執行法施行細則,"行政,法務部,行政執行目",20100615,,
A0030057,政府採購法,"行政,行政院公共工程委員會,通用目",20190522,,
A0030058,政府採購法施行細則,"行政,行政院公共工程委員會,通用目",20210714,,
A0030059,採購專業人員資格考試訓練發證及管理辦法,"行政,行政院公共工程委員會,通用目",20191114,,
A0030060,擴大公共建設振興經濟暫行條例,"廢止法規,行政院經濟建設委員會",20040504,,true
A0030061,受嚴重急性呼吸道症候群影響發生營運困難產業及醫療（事）機構紓困辦法,"廢止法規,行政院經濟建設委員會",20050422,,true
A0030062,擴大公共建設投資特別條例,"廢止法規,行政院經濟建設委員會",20100114,,true
A0030063,統包實施辦法,"行政,行政院公共工程委員會,通用目",20120924,,
A0030064,共同投標辦法,"行政,行政院公共工程委員會,通用目",20070522,,
A0030065,政府採購公告及公報發行辦法,"行政,行政院公共工程委員會,通用目",20080520,,
A0030066,中央機關未達公告金額採購監辦辦法,"行政,行政院公共工程委員會,通用目",20030212,,
A0030067,中央機關未達公告金額採購招標辦法,"行政,行政院公共工程委員會,通用目",20180308,,
A0030068,扶助中小企業參與政府採購辦法,"行政,行政院公共工程委員會,通用目",20020424,,
A0030069,機關堪用財物無償讓與辦法,"行政,行政院公共工程委員會,通用目",19990426,,
A0030070,特別採購招標決標處理辦法,"行政,行政院公共工程委員會,通用目",20090827,,
A0030071,採購申訴審議收費辦法,"行政,行政院公共工程委員會,通用目",20070313,,
A0030072,外國廠商參與非條約協定採購處理辦法,"行政,行政院公共工程委員會,通用目",20120814,,
A0030073,機關辦理設計競賽廠商評選及計費辦法,"行政,行政院公共工程委員會,通用目",19990506,,
A0030074,機關指定地區採購房地產作業辦法,"行政,行政院公共工程委員會,通用目",20180314,,
A0030075,替代方案實施辦法,"行政,行政院公共工程委員會,通用目",20020619,,
A0030076,機關委託專業服務廠商評選及計費辦法,"行政,行政院公共工程委員會,通用目",20170828,,
A0030077,機關委託技術服務廠商評選及計費辦法,"行政,行政院公共工程委員會,通用目",20200909,,
A0030078,機關委託資訊服務廠商評選及計費辦法,"行政,行政院公共工程委員會,通用目",20170911,,
A0030079,押標金保證金暨其他擔保作業辦法,"行政,行政院公共工程委員會,通用目",20191118,,
A0030080,最有利標評選辦法,"行政,行政院公共工程委員會,通用目",20080215,,
A0030081,共同供應契約實施辦法,"行政,行政院公共工程委員會,通用目",20191122,,
A0030082,國內廠商標價優惠實施辦法,"行政,行政院公共工程委員會,通用目",19990524,,
A0030083,機關主會計及有關單位會同監辦採購辦法,"行政,行政院公共工程委員會,通用目",20101129,,
A0030084,機關優先採購環境保護產品辦法,"行政,行政院公共工程委員會,通用目",20010115,,
A0030085,檔案法施行細則,"行政,國家發展委員會,通用目",20200805,,
A0030086,檔案微縮儲存管理實施辦法,"行政,國家發展委員會,通用目",20050928,,
A0030087,檔案電子儲存管理實施辦法,"行政,國家發展委員會,通用目",20120925,,
A0030088,國家檔案移轉辦法,"行政,國家發展委員會,通用目",20050103,,
A0030089,機關檔案保存年限及銷毀辦法,"行政,國家發展委員會,通用目",20170105,,
A0030090,私人或團體捐贈珍貴文書獎勵辦法,"行政,國家發展委員會,通用目",20171201,,
A0030091,檔案閱覽抄錄複製收費標準,"行政,國家發展委員會,通用目",20221230,,
A0030092,檔案管理局辦事細則,"廢止法規,行政院研究發展考核委員會",20140120,,true
A0030093,招標期限標準,"行政,行政院公共工程委員會,通用目",20090831,,
A0030094,採購文件保存作業準則,"廢止法規,行政院公共工程委員會",20021204,,true
A0030095,採購人員倫理準則,"行政,行政院公共工程委員會,通用目",19990426,,
A0030096,採購申訴審議委員會組織準則,"行政,行政院公共工程委員會,通用目",20160525,,
A0030097,採購申訴審議規則,"行政,行政院公共工程委員會,通用目",20191029,,
A0030098,採購履約爭議調解暨收費規則,"廢止法規,行政院公共工程委員會",20020904,,true
A0030099,投標廠商資格與特殊或巨額採購認定標準,"行政,行政院公共工程委員會,通用目",20151029,,
A0030100,採購稽核小組組織準則,"行政,行政院公共工程委員會,通用目",20201127,,
A0030101,採購稽核小組作業規則,"行政,行政院公共工程委員會,通用目",20190923,,
A0030102,採購評選委員會審議規則,"行政,行政院公共工程委員會,通用目",20211104,,
A0030103,採購評選委員會組織準則,"行政,行政院公共工程委員會,通用目",20211111,,
A0030104,機關邀請或委託文化藝術專業人士機構團體提供藝文服務作業辦法,"行政,行政院公共工程委員會,通用目",20210911,,
A0030105,電子採購作業辦法,"行政,行政院公共工程委員會,通用目",20020717,,
A0030106,機關委託研究發展作業辦法,"行政,行政院公共工程委員會,通用目",20160217,,
A0030107,機關辦理工程委託專案管理廠商評選及計費辦法,"廢止法規,行政院公共工程委員會",20020503,,true
A0030108,採購履約爭議調解規則,"行政,行政院公共工程委員會,通用目",20080422,,
A0030109,採購履約爭議調解收費辦法,"行政,行政院公共工程委員會,通用目",20120803,,
A0030110,九二一震災重建暫行條例,"廢止法規,行政院九二一震災災後重建推動委員會",20060203,,true
A0030111,九二一地震災區禁治產人財產管理及信託辦法,"廢止法規,內政部",20090916,,true
A0030112,九二一地震災區未成年人財產管理及信託辦法,"廢止法規,內政部",20090922,,true
A0030113,九二一震災社區重建更新基金收支保管及運用辦法,"廢止法規,院本部",20070108,,true
A0030114,九二一震災臨時住宅拆遷辦法,"廢止法規,行政院九二一震災災後重建推動委員會",20060203,,true
A0030115,國家檔案局籌備處暫行組織規程,"廢止法規,行政院研究發展考核委員會",20020102,,true
